0.0,1647354527004,0.3068804144859314
1.0,1647354547694,0.23368705809116364
2.0,1647354568521,0.2650410234928131
3.0,1647354589280,0.274159699678421
4.0,1647354610074,0.2530154883861542
5.0,1647354664965,0.22799158096313477
6.0,1647354685937,0.21382291615009308
7.0,1647354706757,0.2282349020242691
8.0,1647354727506,0.20676013827323914
9.0,1647354748119,0.20762653648853302
10.0,1647354768739,0.2386290282011032
11.0,1647354823616,0.23045802116394043
12.0,1647354844188,0.23306624591350555
13.0,1647354864713,0.18033085763454437
14.0,1647354885257,0.20979660749435425
15.0,1647354905765,0.20828533172607422
16.0,1647354926301,0.19614525139331818
17.0,1647354981324,0.18075871467590332
18.0,1647355001929,0.21832792460918427
19.0,1647355022469,0.15708531439304352
20.0,1647355043006,0.16532741487026215
21.0,1647355063608,0.17632567882537842
22.0,1647355083289,0.20598173141479492
23.0,1647355139259,0.13805903494358063
24.0,1647355159850,0.20446650683879852
25.0,1647355180445,0.13924594223499298
26.0,1647355201052,0.17974598705768585
27.0,1647355221582,0.1944575011730194
28.0,1647355276209,0.19603252410888672
29.0,1647355296726,0.16770139336585999
30.0,1647355317281,0.15250925719738007
31.0,1647355337878,0.1758074015378952
32.0,1647355358411,0.1462569385766983
33.0,1647355378990,0.13915789127349854
34.0,1647355433380,0.1366853564977646
35.0,1647355453969,0.16156312823295593
36.0,1647355474566,0.1536903977394104
37.0,1647355495115,0.15517623722553253
38.0,1647355515602,0.12290773540735245
39.0,1647355536175,0.1317957192659378
