0.0,1647347736297,0.39260685443878174
1.0,1647347746469,0.3467797040939331
2.0,1647347756605,0.44684457778930664
3.0,1647347766858,0.34372207522392273
4.0,1647347777146,0.407407283782959
5.0,1647347815586,0.26780664920806885
6.0,1647347825991,0.26138541102409363
7.0,1647347836353,0.26206907629966736
8.0,1647347846827,0.26739445328712463
9.0,1647347857315,0.3040756583213806
10.0,1647347867839,0.28734585642814636
11.0,1647347905311,0.22538277506828308
12.0,1647347915878,0.2644011080265045
13.0,1647347926512,0.30673477053642273
14.0,1647347937144,0.20730896294116974
15.0,1647347947846,0.28763359785079956
16.0,1647347958513,0.19565004110336304
17.0,1647347996325,0.23701588809490204
18.0,1647348006936,0.2054748386144638
19.0,1647348017695,0.23210573196411133
20.0,1647348028433,0.22635860741138458
21.0,1647348039158,0.2076917439699173
22.0,1647348049381,0.19743050634860992
23.0,1647348087838,0.23587638139724731
24.0,1647348098511,0.20888787508010864
25.0,1647348109193,0.23277918994426727
26.0,1647348119963,0.20724985003471375
27.0,1647348130794,0.19940564036369324
28.0,1647348168753,0.1965440958738327
29.0,1647348179352,0.1879553347826004
30.0,1647348190053,0.18634796142578125
31.0,1647348200763,0.19753707945346832
32.0,1647348211570,0.21817547082901
33.0,1647348222413,0.19607867300510406
34.0,1647348260718,0.15909066796302795
35.0,1647348271317,0.15793712437152863
36.0,1647348281964,0.16997990012168884
37.0,1647348292718,0.16628463566303253
38.0,1647348303524,0.1638081669807434
39.0,1647348314296,0.1869061291217804
